token_currency,token_issuer,dex_tx_count,overlap_tx_count,amm_rows,amm_tx_count,amm_unique_ledger_count,clob_leg_rows,clob_tx_count
5852505300000000000000000000000000000000,rN1bCPAxHDvyJzvkUso1L2wvXufgE4gXPL,696,40,483,483,321,256,253
TMB,rLK1Zo3qvZw4ps4fGBkheN4FCmAx2Uf8sF,687,2,683,683,521,6,6
XPR,rwcYUkP9d9Bdnq4bcLJqzjzwwTf94UG5hJ,687,17,676,676,500,42,28
415354524F4F0000000000000000000000000000,r4cxyrus3B45bebhJyCmrFTpGRFXMMjM1Y,673,2,671,671,427,4,4
524F4F5400000000000000000000000000000000,r9MrRER8UKSAumcqvbwCAsyWbUKomz68i3,671,0,671,671,533,0,0
4E4947485446414C4C0000000000000000000000,rKSRMEYtTV81rLqfHfVAjT99gXrcrWryZW,658,5,654,654,436,9,9
4241525259000000000000000000000000000000,rhzLqMzkmyuVJkXEJBt8dsgNNPq2fuE6v5,652,0,652,652,355,0,0
4454434300000000000000000000000000000000,rpCPwm3V7dGfgQgB8JczNTc9fc9MHiMoHH,641,2,640,640,426,3,3
555344432E61786C000000000000000000000000,rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw,639,21,579,579,421,88,81
5852504C4F4C0000000000000000000000000000,r3o6UJoiaWdvDPRkEZYvJn4twhXCKMKyau,621,10,613,613,423,20,18
EUR,rhub8VRN55s94qWKDv6jmDy1pUykJzF3wq,612,42,252,252,243,442,402
504F4F4C00000000000000000000000000000000,r9D5RhucFjzBmdXcwc68VRbG2EYr4zqJmF,611,0,611,611,354,0,0
5852504E4F4D4943530000000000000000000000,r38o5rKYgTUg5Dgu2pDsC1xkroMbpivGJj,608,2,608,608,477,2,2
3454454C4C000000000000000000000000000000,rNNfA8skJdYTJBEewgquswU6vDSpehoD2Y,602,7,599,599,432,11,10
584F4E4500000000000000000000000000000000,rP9v5sQR5LqcB6Bk7xJSKqUoHytkHT1one,598,0,598,598,425,0,0
XRT,rPJZgsLwReG7oTKKcn3J1zvFV2iYsHUunb,594,16,589,589,431,22,21
OLX,rswiX7wDL25Go4wGdLJK1ssSMpUsRGosJR,588,4,587,587,442,5,5
58525061794E6574000000000000000000000000,r9rRLst96Ue4YTDQkWWkX1ePB6p6Ye4FkA,588,12,546,546,435,76,54
4348494C4C475559000000000000000000000000,rnMFxp6fBSzDm13MgKDNKbVy1z2gjiLCh8,583,0,238,238,150,345,345
50494E47504F4E47000000000000000000000000,rHWmTucSM2HjcCLaZWSqTDexEcAqJMVvQD,579,1,579,579,369,1,1
SNK,rDDYXY17rzuF44gVAAQ9MB6GRQFkvWSccm,579,29,563,563,505,51,45
5345534800000000000000000000000000000000,rNYafAjHwvUNzpSZgSB3MAMqtx6jYo7FZG,578,0,578,578,301,0,0
54524541534F4E00000000000000000000000000,rwrsUT6ynqimffkxd6tAohFRDGHgGFmFjc,572,0,572,572,446,0,0
585A42434E000000000000000000000000000000,rnKQoXk5wfFQaKVqQvNjvDgeaFF2i3aF4s,554,0,554,554,449,0,0
585949454C440000000000000000000000000000,rD9Cz99tYyPkgF2cK3Bp7KpRQoK1d24kd4,551,0,551,551,530,0,0
50524F4649540000000000000000000000000000,rJwLNwaBUh9a7ajk9FeeLAuA791wVe3oyg,551,1,546,546,339,6,6
414C504143410000000000000000000000000000,rnA4fPzTuwxHrQnpTum4HpvFCbecUBRWmi,543,0,543,543,464,0,0
6D756C6100000000000000000000000000000000,rMULA5hkZqsu7545NPnJZfu5ghKxuRbCro,539,3,488,488,339,62,54
43525950544F4752415048455200000000000000,rpBdZey1L7NbcbGbfChu1HdKW56R24M25L,538,1,538,538,382,1,1
4E70617373000000000000000000000000000000,rsvRJTpNx3xDu6Udu8aoHvzuyAk5nxmJiF,537,1,537,537,331,2,1
424C41434B000000000000000000000000000000,r9p5e6uNmoM1KvvHCrrPyvSFroiNW1jx6c,525,0,525,525,340,0,0
RPR,r3qWgpz2ry3BhcRJ8JE6rxM8esrfhuKp4R,522,30,365,365,329,207,187
584D415300000000000000000000000000000000,rarwGN1GiDS5rsLxcVPiy2xb8DjzJm6Egd,515,4,515,515,290,4,4
5852504947475900000000000000000000000000,rZAVYxSNbmoFy8PxnWky2coW14sNax1EX,514,0,514,514,342,0,0
5745423300000000000000000000000000000000,r33Rw1DgD9qCjKjY8KTbzHayxSCFBTRmBy,512,2,510,510,404,4,4
SPY,rNRgeYFmUagAmYFEj7T6Y9TfCBPctKChVV,512,21,507,507,299,40,26
5255475441524400000000000000000000000000,rBqJ7FhxiPYRUaS3RE6sJg1kMPbJFeA8m1,511,6,509,509,310,8,8
524F434B00000000000000000000000000000000,rM2LZ53PobDBpEWZJp9cCAZhViRyy1TbyL,510,0,510,510,273,0,0
ETH,rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B,508,0,508,508,499,0,0
436152526F747300000000000000000000000000,rafgLy8LPU3mqMGCRbkJcaGWuDwoUCAuwQ,506,0,1,1,1,505,505
626C696E64000000000000000000000000000000,rBBuK2fv4t12Zge8SnL69Vpf638TghUYyZ,504,0,504,504,462,0,0
PLX,rGLEgQdktoN4Be5thhk6seg1HifGPBxY5Q,504,0,504,504,452,0,0
BTC,rchGBxcD1A1C2tdxF6papQYZ8kjRKMYcL,504,35,197,197,164,371,342
4D414E474F000000000000000000000000000000,rPs1LcNh9YLyEWycAgohqRxHvHSGsPXoWj,502,6,474,474,365,34,34
OVO,r3jQzqfGVagsWNbSxMJpQV8VK7jHHmdv5j,501,0,500,500,326,1,1
565052534D000000000000000000000000000000,rDtJVoGix8XyPN6xxzRz4uf3NDqxm13w2P,500,18,497,497,337,30,21
46726F6E6B730000000000000000000000000000,rGCAGrdA2sXnGGrnK7gp7fG9LTdGti88fe,496,0,496,496,455,0,0
457175696C69627269756D000000000000000000,rpakCr61Q92abPXJnVboKENmpKssWyHpwu,496,28,480,480,411,64,44
ORH,rsEuuDKE7jXcaxjQZHNVsbV5FKb74BHyGv,495,13,480,480,352,30,28
504F505500000000000000000000000000000000,rGX1MwPy7qmoU1EgTQUuZU5K1YMKsmS2F6,490,55,417,417,290,139,128
FIN,rEJqyQCiqJgqWXLMMJ8cyLwBJUvBA9xmUA,487,0,487,487,433,0,0
5343000000000000000000000000000000000000,rf1Y8ecPtxvA2okvvUv7k7FQpyTLdEMJ2r,486,0,486,486,377,0,0
GMD,rG7f7UMoqTRaFXGhWmZyjzwoRqxwf2GpGB,481,2,481,481,302,2,2
5365637265740000000000000000000000000000,rKJNMVYhFscZZixkercx9TxQHsXaZx1B2f,480,0,480,480,308,0,0
XAG,rpG9E7B3ocgaKqG7vmrsu3jmGwex8W4xAG,476,34,401,401,315,111,109
384C4F4C00000000000000000000000000000000,rfmMR1iw2UG9RrfiH6p1jnncmdy57TRpUz,475,10,463,463,326,23,22
5800000000000000000000000000000000000000,ruxT12tH2mrccHFDjnjqWyGfAxYxYMHLA,475,5,455,455,343,25,25
SIG,rSiG9a42tp9tvTSZsRcL2DKdNVuuzz6af,474,0,474,474,427,0,0
7872706C636F696E730000000000000000000000,r3V9g1afH5qBUghcToy7DP3z2873V23AoK,468,9,465,465,260,15,12
4C4F564500000000000000000000000000000000,rspxwXBuRhTtY9AptgCJqLRMqBf7NBdPKv,460,0,460,460,416,0,0
4D414C4143484900000000000000000000000000,rHm32PhsgaV5NYJSfVE71qqdgzwHtDNTyF,455,11,445,445,297,24,21
AAG,rGrvEW7rmaLb7zoVTeLXHmjU8vp8P5CAAG,453,1,453,453,372,1,1
YTY,rBKo2fwDC9Ya8gWEsvLTHTSsHm4vnpAQh3,450,10,447,447,252,13,13
XRT,rPvuCxw1m8u2SWTqtRN6ZEcb1xPbU4cPFR,448,37,419,419,348,87,66
RDL,r9xvnzUWZJpDu3NA6MKHmKhKJQTRqCRgu9,444,26,376,376,313,94,94
XRV,rfozJfYGi7oSwnvyV6ev7TaC1NPN9sCXqW,443,0,443,443,316,0,0
444F4E5554000000000000000000000000000000,rfi8iV75LnyyAypFQtTsQvotKcLE9UJ1Rb,441,27,434,434,335,39,34
4348455348495245000000000000000000000000,r4T9i1CQddv7T9J3gajopuympTG9om1A7g,432,2,432,432,312,2,2
524950504C454449434B00000000000000000000,rGxkZKJHTDd9MMxXujDs63YHRYbcTJeUgS,432,0,432,432,341,0,0
414C504841000000000000000000000000000000,rKQBiRRSy7mNuh9aVQXWVc1srgTQPKaNdS,430,1,430,430,350,1,1
4441454D4F4E0000000000000000000000000000,rNAdhbVTz7wR91xGtK5MNgbwH7M2hhNS2p,428,0,428,428,322,0,0
4C41445000000000000000000000000000000000,rPnMFmhsM6oXECzTwfo8sWbah128KgHj5u,426,4,426,426,275,4,4
5A52505900000000000000000000000000000000,rsxkrpsYaeTUdciSFJwvto7MKSrgGnvYvA,426,11,344,344,314,93,93
589,r47648MxJvdjutgK7zAij1B2qsAQaEhisL,422,1,422,422,396,1,1
4D414E414E410000000000000000000000000000,rHkNTmaK5soSVbE2SiJ2djziarRxi44btN,422,6,420,420,283,8,8
42414E414E410000000000000000000000000000,rPopnAhPWZXiWApiPM5EHQ6ksLEhvGiLqP,419,1,419,419,300,1,1
CMT,rMvFx49AHMyMnqNXhauXade7r3yWSoByid,419,3,418,418,193,4,4
425249434B590000000000000000000000000000,r3YS7og21UrYRCdhXmU6rzDcMWoDo4f7hm,418,1,418,418,327,1,1
446F646765727300000000000000000000000000,rEXnr1f5o2X7sZen86CgNjL6Diaqu9fv3o,418,0,418,418,386,0,0
43525950544F0000000000000000000000000000,rRbiKwcueo6MchUpMFDce9XpDwHhRLPFo,418,1,417,417,306,3,2
WRB,rUQfyEhd5QGXfmR2oxQnNyHTxqxstxZBmC,416,2,413,413,303,5,5
48454C5000000000000000000000000000000000,rHGwFXR3kKqcir1iPMTxXHQ5iV1QQAAsaB,410,0,410,410,340,0,0
4841444100000000000000000000000000000000,rsR5JSisuXsbipP6sGdKdz5agjxn8BhHUC,410,65,274,274,231,244,201
245452554D500000000000000000000000000000,r3iM2Ffe9Krgn6n3qhHj2oe8kiJMKB63s7,409,0,409,409,359,0,0
5852504200000000000000000000000000000000,rsEaYfqdZKNbD3SK55xzcjPm3nDrMj4aUT,408,1,408,408,325,1,1
476F6C64507265737365644C6174696E756D0000,rB72JVaTCMABwi9NEfWmgeoBabD1xTsDjn,408,0,0,0,0,562,408
434F434F434F494E000000000000000000000000,rsSGv88zjwneDg8HrHZu4AJGTksCcYjy7S,404,0,404,404,328,0,0
24414C4558000000000000000000000000000000,rEwd8T3xMrhJwybaEPCMYY9NeDnxdmpiYw,404,0,404,404,281,0,0
4144474D00000000000000000000000000000000,rLejAo83jJ44RCfRr9am626FsUW2fX64KD,401,0,401,401,327,0,0
4D454D4F00000000000000000000000000000000,r44sneXHanPaVkWXWsXhHcPgHrmQiczkka,401,0,401,401,174,0,0
4661766100000000000000000000000000000000,raDE5R2YRLfWsQub8uxWertjpBigRMNVWx,395,3,395,395,239,4,3
5343485745504500000000000000000000000000,rUQXurByxmKni4aLpuWMYMxxV5GWT1Azw2,395,0,388,388,316,7,7
4E6F656C00000000000000000000000000000000,rsZJv3zQYgpaW34Ldb67xSPSygEJ2R3xUm,394,2,394,394,261,2,2
46494C4950494E41000000000000000000000000,rhrxSYM1gNq2hwjDmFbwdYH76vgKJKT85V,394,0,394,394,282,0,0
BRB,rUkuT9TCDTP2oeAPsrCN7XKcHZfdvHvFkG,393,2,385,385,313,10,10
436F77636F696E00000000000000000000000000,rsUG72j1ABkLpqM5UHox9GL3tpAaNpE3a6,392,0,391,391,289,1,1
455859424F590000000000000000000000000000,rpRGg8BJrQQ5X3Gd8LHYcbSqKk6bMKnNvP,390,0,390,390,309,0,0
4C55434946455200000000000000000000000000,rf2WoMi4C9TipncpUDDLtFf8Mtu9ncDDaM,389,0,389,389,240,0,0
5265616C46490000000000000000000000000000,rEAL3wLK8YmMV5EQeA9vXonstypXtNTPvk,389,2,382,382,338,9,9
4752494D00000000000000000000000000000000,rHLRdLwXiBZSD53ZQz8ogGJz25LzNCCjSz,389,8,371,371,305,39,26
484F444C00000000000000000000000000000000,rnq2gefqxjQ9UpPeRD7Nw1X1cujRVMxHqJ,387,0,387,387,277,0,0
2447524F4B000000000000000000000000000000,r9cmFHArUgJ4RYspiGV5JxGVCAnjBiNdcH,383,0,383,383,269,0,0
4772616273000000000000000000000000000000,rUDVxCZczHSYTch7bXBpwAwYFVWeAdNehv,383,5,373,373,327,16,15
5842414E4B000000000000000000000000000000,r4qey7sJ5vPAVq6Hn3GtXre8eZMkcN8Y9f,383,12,372,372,232,24,23
43554C5400000000000000000000000000000000,rCULtAKrKbQjk1Tpmg5hkw4dpcf9S9KCs,382,0,382,382,332,0,0
506967656F6E7346696C65730000000000000000,r4qCHdpoAgTJDyoSGELg9JV5pgi3DJvwAm,382,0,382,382,248,0,0
RAT,rLL7NG8MXgpznTDhPuJFuvsGugUhrS3NXS,380,0,380,380,332,0,0
5048415345520000000000000000000000000000,rQLfUoZNafhTTJCoCt64isgCcmXdL5a5cp,377,3,374,374,278,6,6
NHI,r9wwE1WhuPdvQbX6cyy25K7RA8hBsYstHH,375,3,371,371,292,7,7
244C594E58000000000000000000000000000000,rsr8BspVLwDWgrYamEJE3mqZhKozfWLfkv,374,1,374,374,291,1,1
4D49434B45590000000000000000000000000000,rwaVWwv2mqZqNkKFWgtjmizYYrajWoQa9v,373,1,373,373,262,1,1
5553445400000000000000000000000000000000,rcvxE9PS9YBwxtGg1qNeewV6ZB3wGubZq,373,39,352,352,349,61,60
6D696B65696B6500000000000000000000000000,rDrCzG93EA2cTcPNWjEaBwN7ezaz3pigmE,372,0,372,372,344,0,0
504D534C00000000000000000000000000000000,rYXkg7H1HdREc6ZxF8brxEitGrjLeMoqv,371,0,371,371,259,0,0
ARK,rf5Jzzy6oAFBJjLhokha1v8pXVgYYjee3b,371,8,364,364,291,20,15
464C524D454D4500000000000000000000000000,rLhS9TiGNaKKK9DZJb9rjSdFpK746EeduZ,370,3,370,370,300,3,3
5341564500000000000000000000000000000000,rfAJaM2jr8frHwcXY52gLeqDEUmAFmzqFT,363,0,363,363,278,0,0
424F535300000000000000000000000000000000,rHJGvKbgsDqcH59G6iNrsgNwGmd3nnJm3k,362,0,362,362,358,0,0
52494E414B4F0000000000000000000000000000,rQHnm7uT8NHqnSEgkeJnmH2cwnEhNRPRnr,361,1,361,361,249,1,1
JEW,rQrsR2cuXex1JUDjgPHn9xtAo5F9rzeZqG,359,3,357,357,212,5,5
4C49464552000000000000000000000000000000,rHsWP9nJzFwXwdu5mio3WXapN61ahE3HGk,358,12,352,352,225,18,18
436F666665650000000000000000000000000000,rpWqN445vZpEok2TEzRE9txxAqUxcpxRtZ,354,0,354,354,319,0,0
QNT,rDV9GajQDqSNSYK4g4zFFyYRrSS8AaMphE,351,2,350,350,286,3,3
504C415459505553000000000000000000000000,r9oHTYujRHB5SiCiPa3d2pEd4ckBFUmadk,350,2,348,348,243,4,4
504F4E474F000000000000000000000000000000,rwCq6TENSo3Hh9LKipXnLaxaeXBXKubqki,349,10,343,343,245,16,16
515541434B550000000000000000000000000000,rfxyQrDwg6nGtZPkamZUY6xHnt5BNfjBnu,346,0,346,346,151,0,0
44524B5256000000000000000000000000000000,rGgykF5fYnmzEELh8fpLJXwkKDzXtdkrrr,346,14,344,344,242,16,16
5045524359000000000000000000000000000000,rE2HYC1jehXeE9x5ze7NLnSFmGRLAEwt3,344,0,344,344,239,0,0
EUR,rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B,344,0,344,344,262,0,0
53504C4153480000000000000000000000000000,rwfGtVZKpPX6vb51xE5RGTgXkQ4W9wSUrz,344,0,342,342,232,2,2
ICE,rhrazV7YNHhRj9YZ4VFytR8BQUZJEn9So5,342,0,342,342,234,0,0
SPT,rswD8h8uzKPEUh26QKeWnxP2dR2HLkhCPm,342,9,318,318,273,34,33
MXI,rpj9MbbYR9w4smmjG7qJMFCitqDSdPwc28,341,6,331,331,265,18,16
484144414C495445000000000000000000000000,rHiPGSMBbzDGpoTPmk2dXaTk12ZV1pLVCZ,339,66,183,183,140,236,222
XPT,rUwksLV3f88in5Do2ZwrEkdQ4oqZSgAa1P,333,2,332,332,235,3,3
6272327700000000000000000000000000000000,rH1p6b2va4qWpdx1Lcr5Kv6upgHzW7XK3T,332,25,320,320,174,43,37
5853474400000000000000000000000000000000,rK67JczCpaYXVtfw3qJVmqwpSfa1bYTptw,328,0,328,328,279,0,0
5363756465726961000000000000000000000000,rKqDiGnXNJRuyHA4vzDfC3tsfrfv2czHGB,327,0,327,327,289,0,0
44524F504A520000000000000000000000000000,rKzktV2mxZnAggmM7DXcPeS7NX4zUdEqmJ,326,0,326,326,207,0,0
3068656865000000000000000000000000000000,rLTzZYx5vu8uTqs9MdEWjQRc6ehbTvJ36y,326,4,325,325,243,5,5
5363686D65636B6C657300000000000000000000,rPxw83ZP6thv7KmG5DpAW4cDW55DZRZ9wu,326,2,322,322,288,6,6
ETF,rQpkN55ZfMsJPFtK7yXnNXjpbgyPT1V8e2,318,1,316,316,227,3,3
BTC,rvYAfWj5gh67oV6fW32ZzP3Aw4Eubs59B,316,5,305,305,258,20,16
4454434300000000000000000000000000000000,rnuhihocCwSjwoY1ZsW1n9LgDggp1MZwHs,308,0,308,308,172,0,0
526F636B4E726F6C6C0000000000000000000000,rB72JVaTCMABwi9NEfWmgeoBabD1xTsDjn,308,0,0,0,0,474,308
4D45544800000000000000000000000000000000,rKus1pe2EZAgaL18b8MbiJkgrniWTP625G,302,5,298,298,219,9,9
UGA,rBFJGmWj6YaabVCxfsjiCM8pfYXs8xFdeC,301,3,297,297,226,7,7
NFL,r9HMEr2TsBa8XSBoWCePtCvU1PZys9LgEE,299,0,299,299,264,0,0
4655525259000000000000000000000000000000,r3RLKHhrMVPuXb7jJqKZf6TYardnpnjWnF,296,0,296,296,219,0,0
4652454554470000000000000000000000000000,rMeGeWe55YboGubjK7sKRn2qjDpwCHHMP3,295,0,295,295,225,0,0
4D494E494F4E5300000000000000000000000000,rK3nqysewC8AiXjBdH6116mpBhYQ6GpXtV,292,0,292,292,185,0,0
52504C5300000000000000000000000000000000,r93hE5FNShDdUqazHzNvwsCxL9mSqwyiru,292,3,280,280,191,15,15
5742544300000000000000000000000000000000,rfmS3zqrQrka8wVyhXifEeyTwe8AMz2Yhw,289,0,289,289,211,0,0
50454E4755494E53000000000000000000000000,rXvYVkL5G4iVL9qKcGJWZ4dPTWrgZJDCa,289,3,288,288,220,5,4
ZRP,rZapJ1PZ297QAEXRGu3SZkAiwXbA7BNoe,288,7,285,285,248,12,10
42494C4C00000000000000000000000000000000,rE5FtBYts1MDwF6zzyXUFqv8waSvzWTm8i,286,0,286,286,167,0,0
ONE,rHXNSA7f7PRSQP5UxP96eJTEWu7o8jUQAH,284,0,284,284,272,0,0
524C494452000000000000000000000000000000,rPQvGvGzgmy6FboCbS4PjxvxFb4sLDHGuF,284,0,284,284,192,0,0
41746F6D5852504C000000000000000000000000,rNV3HcFqTFQ5c3kgeGykgFLZuDK1VadeeY,283,30,265,265,198,57,48
4241525400000000000000000000000000000000,rNDE48nyx2RFnoS5n6frSWBmvBAbeg7Ep3,278,0,278,278,165,0,0
5852503E42544300000000000000000000000000,rK2RRY6zzJ22oCEGnqsDPJdqutrVEFv3HT,274,0,274,274,138,0,0
4641434500000000000000000000000000000000,rBDjhzvTjkVGM16RZwaeBuLWnSpYMksCp8,272,0,272,272,258,0,0
5055505045540000000000000000000000000000,rJfQFeHTZcnRsY4Ba5sJVKUhLs48E9apBn,270,1,270,270,224,1,1
524F434B00000000000000000000000000000000,rMBKwvKVvqhnHCqVXwDz4NimqjCLquzNvL,270,0,270,270,163,0,0
5852504C4F4C0000000000000000000000000000,r92xXawYrakwW3UiVHP6XwsioMk6VNu2NB,268,1,268,268,177,1,1
5354494D50590000000000000000000000000000,r4MczP3UQ4i7qbXx5r4cq9N36w4pyaPpqL,268,0,268,268,231,0,0
5354455645000000000000000000000000000000,rPg5kt8zehXjpavBz98pMjjdGQPnSiHmQ1,267,0,267,267,222,0,0
4655444449450000000000000000000000000000,r3JxVekrTNd9XBBCAEPsjbsV9YV8XxcV6e,267,0,267,267,252,0,0
DNC,rUG5xXNYNTPFy3Sme9iB8DrzSf7HsVampC,266,2,265,265,183,3,3
424541524C590000000000000000000000000000,raVsPTKL4tm1HmyQReNh8wL9MbwuiBxD2s,263,0,263,263,125,0,0
4D45524348000000000000000000000000000000,rKmDRyzwwECbys6SQSp75y5SZ1q8mDFoNv,262,0,262,262,225,0,0
PBM,rURxaGdf9PpkYeU6ZXe7PuENVuBKk2iAV4,261,2,259,259,154,4,4
5345414C45440000000000000000000000000000,rsqjba4qoCQUpgrLCEhjt1GvitWkfsipZh,260,7,260,260,168,7,7
50454E4700000000000000000000000000000000,rJnynjAoHq7X454qX64VtXijLNYdeFVvqn,259,2,259,259,177,2,2
XUM,r465PJyGWUE8su1oVoatht6cXZJTg1jc2m,259,8,247,247,191,33,20
464C414D45000000000000000000000000000000,rp5CUgVjAhuthJs8LdjTXFdNWJzfQqc3p2,258,2,258,258,179,2,2
5852504D41535300000000000000000000000000,rheVJVvNUF4Qae8s6EhMwoDTo68H18yxxo,256,0,256,256,192,0,0
4344474E00000000000000000000000000000000,r3uWhMWJhRKyDmTmvewvGVihx63tn6f34J,253,0,253,253,206,0,0
42554E4E59580000000000000000000000000000,rnMsy4i9kH5mTrHz3VoBk3jUVe26MHZAL5,252,4,247,247,197,18,9
LOL,r3pt6a3joDEThC243Bw7TxdxTUw46tzKh9,250,0,250,250,200,0,0
48656C6D65744F66476F64000000000000000000,rURbXNthFeQQziacZFf3ZegJebzN4HRRxf,248,0,248,248,212,0,0
CRC,rPUaqfhJ89TrYUQcadS5LX5uuJvtVWyTqi,247,0,247,247,133,0,0
4F6E65436F696E43616E00000000000000000000,rs9LZrs2tf9m4X8dFSsBhmQiGrEQTK57Gs,247,0,247,247,233,0,0
444546494D464552000000000000000000000000,rwtiU6S6sLxSrFfznMPAaTp46X6kWdFRzH,247,8,233,233,176,28,22
46757A7A7944726F700000000000000000000000,rHSwJmg6nqJ4Ly8Eddq28seT8qckpXakP6,244,0,244,244,225,0,0
44657373616C696E657300000000000000000000,rfbk7dwMpfUGYFnEwpV6st69EtGFkWyfuu,244,1,237,237,204,8,8
4842415200000000000000000000000000000000,rBWPqhs7YZdUN2CJcZPQTv4qAvqts3nkBw,243,3,243,243,147,3,3
2449434544000000000000000000000000000000,rEHFzwZHxHvHiXpfSaukUwXZSkdHHXECB9,243,0,243,243,121,0,0
4E616D6900000000000000000000000000000000,rGd4eYNdVj3mBnoMcZCNkNrhHct3hpniWX,242,0,242,242,197,0,0
3230313330313031000000000000000000000000,rBHXpiiuom8XNf6wKhUF4HDDubR8GLjner,241,7,230,230,162,18,18
POZ,rpvbUsHkJ91rGTa9gShUQU6jzLrFBgsVe3,240,0,240,240,208,0,0
4155444400000000000000000000000000000000,rUN5Zxt3K1AnMRJgEWywDJT8QDMMeLH5ok,239,1,239,239,206,1,1
4D584D5700000000000000000000000000000000,rhNC1SpW1muH2VCp9QMLMyKwB2kTFaYJah,237,23,232,232,168,38,28
444F4E4E49450000000000000000000000000000,rhhaVvZF69sQBgiDuM2avL2pbrryT5cGTF,237,0,161,161,109,76,76
5452535259000000000000000000000000000000,rLBnhMjV6ifEHYeV4gaS6jPKerZhQddFxW,235,1,235,235,194,1,1
53616E64616C734F66476F640000000000000000,rURbXNthFeQQziacZFf3ZegJebzN4HRRxf,235,0,235,235,184,0,0
OXP,rrno7Nj4RkFJLzC4nRaZiLF5aHwcTVon3d,235,2,227,227,182,10,10
46726F646F000000000000000000000000000000,r4nyTob8CAMoqzcriZgh8Mq9NrNK5JaywP,234,0,234,234,215,0,0
4253574E00000000000000000000000000000000,r39ntzosSE1EsBpNgVsuHiwTAMjnczmJi9,234,0,234,234,149,0,0
425249434B730000000000000000000000000000,rGKQScN8XkNeryccsMGZVzxRyMmrPgzG92,232,0,232,232,187,0,0
5852506F6E534F4C000000000000000000000000,rh2MM1EjdNvnyiJECpSVXPR52Mj2iEiCkT,232,17,221,221,138,28,28
4341544500000000000000000000000000000000,rJcuDjYBfyKeHdFPFj3EBPHdtmVaGTTo3Y,231,7,231,231,118,7,7
48616E6400000000000000000000000000000000,rssZy6J98oa9iYatGx5CcoTJPCnWTvL5Bg,231,1,231,231,185,1,1
FMT,rNv9uUZy4VbDGaq8zwKZ7RS4scqtm2Gt4h,227,0,227,227,163,0,0
BOO,r4Fn7bWdtGNANq48sGBhFTXvszS47q3u79,227,0,227,227,178,0,0
GBP,r4GN9eEoz9K4BhMQXe4H1eYNtvtkwGdt8g,227,15,204,204,140,40,38
JDR,rLJCLUYgBkJ1vnWVozu979nR9641vZPeCu,226,15,217,217,121,29,24
445247534C520000000000000000000000000000,rBRUGYxmu5Lr9L246JzybRoE7TaL9VznSh,224,1,224,224,156,1,1
534F4F4E00000000000000000000000000000000,rJEUXcq85PnHC91oRKrz43zcVpFtpjJkQE,224,3,221,221,130,6,6
5348494241000000000000000000000000000000,rJZzZ6ZEFK1uxNiWadMmTudubYkdhH8Dj4,222,0,222,222,183,0,0
5441475A636F696E000000000000000000000000,rBNskx7FXp3Q2PgRWFkQsHT1vRkBaTNzgk,221,0,221,221,138,0,0
CTF,r9Xzi4KsSF1Xtr8WHyBmUcvfP9FzTyG5wp,221,5,214,214,184,13,12
4655504500000000000000000000000000000000,rwS6MMiqcxcpXGc7iUcJHP3FZ2mvTzMQ3f,220,1,220,220,162,1,1
436F6D6D00000000000000000000000000000000,rButZFGUXsxamB5WkcRd97QxqZGsgpfam9,220,0,220,220,211,0,0
46414C7872700000000000000000000000000000,rGhfm3FonQGszHWjaKHwDRPpuVGSMztmVZ,220,0,220,220,204,0,0
4B4F4E4B45000000000000000000000000000000,rWkqhqXMjdGVMfL886oAHmTu2zeTeUAhB,213,0,213,213,119,0,0
525547444F43544F520000000000000000000000,rNmfGWAutECgHXuimf499emuiVj3dPDWAL,213,0,213,213,192,0,0
524F535300000000000000000000000000000000,rEMoSpfFPJCJu4ppgPT7SSHe2P3tZPki1t,213,5,212,212,143,6,6
4D454D454B494E47000000000000000000000000,r4LgHmq6z6M3qxot5catn9s6G1GUp9Rg3U,212,0,212,212,154,0,0
626C6F7264000000000000000000000000000000,rEygVH5BmMNGtwv4e2qh2sLkiamYx1Jz7h,212,0,212,212,203,0,0
54524F4A414E0000000000000000000000000000,rs83ntGE5FMRcKXKWf1jBFaUd3BWnouRgo,211,2,211,211,151,2,2
4845524F45530000000000000000000000000000,rnMRqB8KgCFzaezP11AavUfJQstfCkNoAZ,210,4,164,164,153,55,50
585250484F444C00000000000000000000000000,rDJ66QdQ4ZKVDh38cxHXMprrn211GUdz56,208,0,208,208,157,0,0
584A4F5900000000000000000000000000000000,rJAvx8FtrLR3RyZyM1LyVQFxxsLdT1PmdS,207,1,207,207,140,1,1
PFN,rDvf8CMP2GdvzPey2YNtGL45NhSMFJ7bwY,207,4,206,206,144,5,5
ETH,rcA8X3TVMST1n3CJeAdGk1RdRCHii7N2h,205,29,127,127,126,142,107
595A5A5546000000000000000000000000000000,rPzDvACffFYezttfbbeGcje5qCXK8R2uxB,204,0,204,204,126,0,0
5245414C58525000000000000000000000000000,rEcgUVdHTaWcSgfL7XaBdPghtbsXNRFXyE,204,0,204,204,200,0,0
MEV,rJ1d8G5jm5us2mV78FMbTYWmnyh4REzHCm,203,0,203,203,129,0,0
ELS,rHXuEaRYnnJHbDeuBH5w8yPh5uwNVh5zAg,203,1,201,201,178,3,3
4D4F525441520000000000000000000000000000,rGKQScN8XkNeryccsMGZVzxRyMmrPgzG92,201,0,201,201,165,0,0
